po_id,store_id,item_id,order_date,qty_ordered,expected_arrival_date,actual_arrival_date,status,supplier_id
11702,4,26,2017-11-05,1000,2017-11-27,2017-11-30,Closed,1
11703,4,26,2017-10-22,200,2017-11-01,2017-11-04,Closed,2
11704,4,26,2017-10-08,1000,2017-10-28,2017-10-27,Closed,1
11705,5,26,2017-12-17,100,2017-12-31,2017-12-31,Closed,2
11706,5,26,2017-12-03,500,2017-12-13,2017-12-17,Closed,1
11707,5,26,2017-11-19,100,2017-12-08,2017-12-08,Closed,4
11708,5,26,2017-11-05,200,2017-11-20,2017-11-23,Closed,2
11709,5,26,2017-10-22,500,2017-11-11,2017-11-09,Closed,2
11710,5,26,2017-10-08,200,2017-10-26,2017-10-25,Closed,4
11711,6,26,2017-12-17,100,2017-12-30,2017-12-30,Closed,1
11712,6,26,2017-12-03,1000,2017-12-13,2017-12-12,Closed,1
11713,6,26,2017-11-19,1000,2017-12-09,2017-12-08,Closed,4
11714,6,26,2017-11-05,500,2017-11-27,2017-11-28,Closed,1
11715,6,26,2017-10-22,100,2017-11-15,2017-11-13,Closed,4
11716,6,26,2017-10-08,100,2017-10-24,2017-10-27,Closed,1
11717,7,26,2017-12-17,200,2018-01-03,2018-01-03,Closed,3
11718,7,26,2017-12-03,200,2017-12-19,2017-12-23,Closed,1
11719,7,26,2017-11-19,1000,2017-12-08,2017-12-08,Closed,1
11720,7,26,2017-11-05,100,2017-11-15,2017-11-15,Closed,3
11721,7,26,2017-10-22,200,2017-11-09,2017-11-08,Closed,2
11722,7,26,2017-10-08,100,2017-10-18,2017-10-17,Closed,3
11723,7,26,2017-12-25,500,2018-01-10,,Open,4
11724,8,26,2017-12-17,500,2018-01-08,2018-01-11,Closed,1
11725,8,26,2017-12-03,1000,2017-12-23,2017-12-24,Closed,3
11726,8,26,2017-11-19,500,2017-12-13,2017-12-15,Closed,4
11727,8,26,2017-11-05,1000,2017-11-24,2017-11-27,Closed,1
11728,8,26,2017-10-22,1000,2017-11-01,2017-10-30,Closed,2
11729,8,26,2017-10-08,200,2017-10-31,2017-10-31,Closed,1
11730,8,26,2017-12-24,500,2018-01-03,,Open,2
11731,9,26,2017-12-17,200,2017-12-29,2017-12-27,Closed,4
11732,9,26,2017-12-03,500,2017-12-23,2017-12-27,Closed,4
11733,9,26,2017-11-19,200,2017-12-05,2017-12-08,Closed,1
11734,9,26,2017-11-05,500,2017-11-22,2017-11-23,Closed,1
11735,9,26,2017-10-22,500,2017-11-10,2017-11-11,Closed,3
11736,9,26,2017-10-08,500,2017-10-31,2017-10-30,Closed,1
11737,9,26,2017-12-23,500,2018-01-07,,Open,2
11738,10,26,2017-12-17,500,2018-01-06,2018-01-08,Closed,2
11739,10,26,2017-12-03,500,2017-12-19,2017-12-18,Closed,3
11740,10,26,2017-11-19,100,2017-12-09,2017-12-09,Closed,1
11741,10,26,2017-11-05,500,2017-11-21,2017-11-20,Closed,2
11742,10,26,2017-10-22,200,2017-11-09,2017-11-13,Closed,4
11743,10,26,2017-10-08,500,2017-10-18,2017-10-18,Closed,2
11744,1,27,2017-12-17,1000,2018-01-07,2018-01-09,Closed,3
11745,1,27,2017-12-03,500,2017-12-14,2017-12-12,Closed,4
11746,1,27,2017-11-19,200,2017-12-01,2017-12-05,Closed,4
11747,1,27,2017-11-05,500,2017-11-24,2017-11-28,Closed,2
11748,1,27,2017-10-22,200,2017-11-11,2017-11-11,Closed,1
11749,1,27,2017-10-08,1000,2017-10-20,2017-10-18,Closed,3
11750,1,27,2017-12-28,500,2018-01-08,,Open,3
11751,2,27,2017-12-17,1000,2018-01-03,2018-01-07,Closed,3
11752,2,27,2017-12-03,200,2017-12-21,2017-12-22,Closed,2
11753,2,27,2017-11-19,100,2017-11-30,2017-11-28,Closed,3
11754,2,27,2017-11-05,200,2017-11-16,2017-11-18,Closed,2
11755,2,27,2017-10-22,200,2017-11-06,2017-11-04,Closed,4
11756,2,27,2017-10-08,200,2017-10-24,2017-10-22,Closed,1
11757,2,27,2017-12-30,500,2018-01-09,,Open,1
11758,3,27,2017-12-17,1000,2018-01-07,2018-01-10,Closed,4
11759,3,27,2017-12-03,1000,2017-12-17,2017-12-16,Closed,4
11760,3,27,2017-11-19,1000,2017-12-05,2017-12-04,Closed,1
11761,3,27,2017-11-05,1000,2017-11-23,2017-11-26,Closed,1
11762,3,27,2017-10-22,1000,2017-11-05,2017-11-07,Closed,4
11763,3,27,2017-10-08,1000,2017-10-25,2017-10-27,Closed,4
11764,3,27,2017-12-30,500,2018-01-14,,Open,1
11765,4,27,2017-12-17,100,2018-01-03,2018-01-05,Closed,2
11766,4,27,2017-12-03,100,2017-12-19,2017-12-20,Closed,3
11767,4,27,2017-11-19,100,2017-12-10,2017-12-12,Closed,4
11768,4,27,2017-11-05,100,2017-11-26,2017-11-27,Closed,2
11769,4,27,2017-10-22,100,2017-11-10,2017-11-11,Closed,2
11770,4,27,2017-10-08,200,2017-10-30,2017-10-31,Closed,4
11771,4,27,2017-12-28,200,2018-01-16,,Open,4
11772,5,27,2017-12-17,500,2018-01-06,2018-01-05,Closed,2
11773,5,27,2017-12-03,100,2017-12-15,2017-12-13,Closed,1
11774,5,27,2017-11-19,100,2017-12-04,2017-12-04,Closed,4
11775,5,27,2017-11-05,200,2017-11-19,2017-11-19,Closed,2
11776,5,27,2017-10-22,500,2017-11-11,2017-11-09,Closed,2
11777,5,27,2017-10-08,1000,2017-10-31,2017-11-04,Closed,1
11778,5,27,2017-12-23,200,2018-01-04,,Open,3
11779,6,27,2017-12-17,500,2017-12-28,2017-12-27,Closed,3
11780,6,27,2017-12-03,500,2017-12-21,2017-12-19,Closed,3
11781,6,27,2017-11-19,200,2017-12-09,2017-12-07,Closed,4
11782,6,27,2017-11-05,500,2017-11-16,2017-11-15,Closed,2
11783,6,27,2017-10-22,500,2017-11-04,2017-11-05,Closed,1
11784,6,27,2017-10-08,100,2017-10-20,2017-10-23,Closed,3
11785,7,27,2017-12-17,100,2018-01-04,2018-01-02,Closed,1
11786,7,27,2017-12-03,500,2017-12-24,2017-12-28,Closed,3
11787,7,27,2017-11-19,200,2017-12-04,2017-12-04,Closed,2
11788,7,27,2017-11-05,1000,2017-11-27,2017-11-27,Closed,3
11789,7,27,2017-10-22,500,2017-11-13,2017-11-16,Closed,2
11790,7,27,2017-10-08,500,2017-10-28,2017-11-01,Closed,3
11791,7,27,2017-12-30,200,2018-01-14,,Open,3
11792,8,27,2017-12-17,200,2018-01-08,2018-01-08,Closed,1
11793,8,27,2017-12-03,100,2017-12-24,2017-12-28,Closed,2
11794,8,27,2017-11-19,100,2017-12-05,2017-12-04,Closed,2
11795,8,27,2017-11-05,200,2017-11-26,2017-11-24,Closed,2
11796,8,27,2017-10-22,500,2017-11-13,2017-11-15,Closed,2
11797,8,27,2017-10-08,500,2017-10-31,2017-10-30,Closed,2
11798,9,27,2017-12-17,100,2017-12-29,2017-12-28,Closed,3
11799,9,27,2017-12-03,1000,2017-12-26,2017-12-28,Closed,2
11800,9,27,2017-11-19,500,2017-12-10,2017-12-13,Closed,3
11801,9,27,2017-11-05,100,2017-11-24,2017-11-23,Closed,4
11802,9,27,2017-10-22,1000,2017-11-12,2017-11-12,Closed,2
11803,9,27,2017-10-08,200,2017-10-18,2017-10-22,Closed,4
11804,9,27,2017-12-23,500,2018-01-05,,Open,3
11805,10,27,2017-12-17,100,2018-01-04,2018-01-05,Closed,4
11806,10,27,2017-12-03,1000,2017-12-22,2017-12-25,Closed,1
11807,10,27,2017-11-19,100,2017-12-08,2017-12-09,Closed,2
11808,10,27,2017-11-05,100,2017-11-28,2017-11-29,Closed,3
11809,10,27,2017-10-22,100,2017-11-11,2017-11-10,Closed,4
11810,10,27,2017-10-08,1000,2017-10-26,2017-10-27,Closed,4
11811,1,28,2017-12-17,500,2018-01-09,2018-01-08,Closed,2
11812,1,28,2017-12-03,1000,2017-12-19,2017-12-22,Closed,1
11813,1,28,2017-11-19,200,2017-12-07,2017-12-08,Closed,1
11814,1,28,2017-11-05,200,2017-11-28,2017-11-29,Closed,3
11815,1,28,2017-10-22,100,2017-11-04,2017-11-02,Closed,3
11816,1,28,2017-10-08,1000,2017-10-26,2017-10-25,Closed,3
11817,2,28,2017-12-17,500,2018-01-10,2018-01-10,Closed,1
11818,2,28,2017-12-03,500,2017-12-18,2017-12-19,Closed,2
11819,2,28,2017-11-19,200,2017-12-09,2017-12-12,Closed,4
11820,2,28,2017-11-05,100,2017-11-22,2017-11-22,Closed,3
11821,2,28,2017-10-22,1000,2017-11-14,2017-11-17,Closed,4
11822,2,28,2017-10-08,100,2017-10-24,2017-10-23,Closed,4
11823,3,28,2017-12-17,100,2018-01-09,2018-01-08,Closed,1
11824,3,28,2017-12-03,500,2017-12-13,2017-12-11,Closed,4
11825,3,28,2017-11-19,500,2017-12-13,2017-12-12,Closed,4
11826,3,28,2017-11-05,100,2017-11-25,2017-11-23,Closed,3
11827,3,28,2017-10-22,200,2017-11-13,2017-11-17,Closed,3
11828,3,28,2017-10-08,200,2017-10-24,2017-10-24,Closed,1
11829,4,28,2017-12-17,200,2018-01-01,2018-01-03,Closed,2
11830,4,28,2017-12-03,200,2017-12-24,2017-12-23,Closed,1
11831,4,28,2017-11-19,1000,2017-12-02,2017-12-03,Closed,1
11832,4,28,2017-11-05,1000,2017-11-23,2017-11-25,Closed,4
11833,4,28,2017-10-22,200,2017-11-14,2017-11-16,Closed,4
11834,4,28,2017-10-08,200,2017-10-22,2017-10-21,Closed,2
11835,4,28,2017-12-22,500,2018-01-10,,Open,4
11836,5,28,2017-12-17,500,2018-01-03,2018-01-05,Closed,3
11837,5,28,2017-12-03,500,2017-12-16,2017-12-15,Closed,3
11838,5,28,2017-11-19,500,2017-12-07,2017-12-06,Closed,3
11839,5,28,2017-11-05,500,2017-11-16,2017-11-20,Closed,2
11840,5,28,2017-10-22,200,2017-11-06,2017-11-10,Closed,3
11841,5,28,2017-10-08,500,2017-10-29,2017-11-01,Closed,2
11842,5,28,2017-12-30,500,2018-01-18,,Open,1
11843,6,28,2017-12-17,1000,2018-01-03,2018-01-01,Closed,3
11844,6,28,2017-12-03,100,2017-12-20,2017-12-19,Closed,1
11845,6,28,2017-11-19,500,2017-12-03,2017-12-03,Closed,1
11846,6,28,2017-11-05,100,2017-11-23,2017-11-27,Closed,2
11847,6,28,2017-10-22,500,2017-11-11,2017-11-10,Closed,2
11848,6,28,2017-10-08,200,2017-10-18,2017-10-18,Closed,4
11849,7,28,2017-12-17,500,2018-01-06,2018-01-04,Closed,3
11850,7,28,2017-12-03,1000,2017-12-18,2017-12-21,Closed,3
11851,7,28,2017-11-19,1000,2017-12-05,2017-12-05,Closed,2
11852,7,28,2017-11-05,1000,2017-11-16,2017-11-18,Closed,3
11853,7,28,2017-10-22,200,2017-11-01,2017-11-02,Closed,1
11854,7,28,2017-10-08,1000,2017-10-26,2017-10-24,Closed,1
11855,7,28,2017-12-25,200,2018-01-10,,Open,4
11856,8,28,2017-12-17,1000,2018-01-04,2018-01-08,Closed,1
11857,8,28,2017-12-03,500,2017-12-27,2017-12-31,Closed,3
11858,8,28,2017-11-19,1000,2017-12-05,2017-12-03,Closed,1
11859,8,28,2017-11-05,100,2017-11-22,2017-11-24,Closed,3
11860,8,28,2017-10-22,500,2017-11-09,2017-11-09,Closed,1
11861,8,28,2017-10-08,1000,2017-10-20,2017-10-18,Closed,4
11862,8,28,2017-12-26,200,2018-01-05,,Open,2
11863,9,28,2017-12-17,100,2018-01-04,2018-01-08,Closed,2
11864,9,28,2017-12-03,200,2017-12-16,2017-12-20,Closed,2
11865,9,28,2017-11-19,500,2017-12-05,2017-12-05,Closed,3
11866,9,28,2017-11-05,100,2017-11-23,2017-11-23,Closed,2
11867,9,28,2017-10-22,200,2017-11-08,2017-11-07,Closed,2
11868,9,28,2017-10-08,500,2017-10-20,2017-10-22,Closed,2
11869,10,28,2017-12-17,1000,2018-01-08,2018-01-12,Closed,4
11870,10,28,2017-12-03,100,2017-12-14,2017-12-18,Closed,3
11871,10,28,2017-11-19,200,2017-11-30,2017-12-02,Closed,1
11872,10,28,2017-11-05,100,2017-11-20,2017-11-18,Closed,1
11873,10,28,2017-10-22,1000,2017-11-01,2017-11-03,Closed,2
11874,10,28,2017-10-08,200,2017-10-28,2017-11-01,Closed,2
11875,10,28,2017-12-23,500,2018-01-11,,Open,4
11876,1,29,2017-12-17,100,2018-01-07,2018-01-11,Closed,2
11877,1,29,2017-12-03,100,2017-12-20,2017-12-18,Closed,2
11878,1,29,2017-11-19,1000,2017-11-29,2017-11-29,Closed,4
11879,1,29,2017-11-05,500,2017-11-22,2017-11-26,Closed,4
11880,1,29,2017-10-22,1000,2017-11-04,2017-11-06,Closed,4
11881,1,29,2017-10-08,200,2017-10-29,2017-10-29,Closed,3
11882,1,29,2017-12-27,500,2018-01-12,,Open,2
11883,2,29,2017-12-17,500,2017-12-28,2017-12-27,Closed,1
11884,2,29,2017-12-03,1000,2017-12-24,2017-12-22,Closed,2
11885,2,29,2017-11-19,500,2017-12-01,2017-12-01,Closed,3
11886,2,29,2017-11-05,200,2017-11-15,2017-11-17,Closed,3
11887,2,29,2017-10-22,500,2017-11-05,2017-11-05,Closed,1
11888,2,29,2017-10-08,200,2017-10-27,2017-10-29,Closed,3
11889,3,29,2017-12-17,100,2017-12-29,2018-01-02,Closed,1
11890,3,29,2017-12-03,1000,2017-12-20,2017-12-23,Closed,3
11891,3,29,2017-11-19,200,2017-12-05,2017-12-08,Closed,4
11892,3,29,2017-11-05,200,2017-11-21,2017-11-24,Closed,2
11893,3,29,2017-10-22,500,2017-11-05,2017-11-07,Closed,2
11894,3,29,2017-10-08,500,2017-10-20,2017-10-21,Closed,2
11895,3,29,2017-12-23,200,2018-01-09,,Open,2
11896,4,29,2017-12-17,200,2017-12-27,2017-12-26,Closed,1
11897,4,29,2017-12-03,1000,2017-12-24,2017-12-27,Closed,3
11898,4,29,2017-11-19,100,2017-12-10,2017-12-10,Closed,4
11899,4,29,2017-11-05,1000,2017-11-22,2017-11-26,Closed,4
11900,4,29,2017-10-22,1000,2017-11-10,2017-11-08,Closed,4
11901,4,29,2017-10-08,1000,2017-10-19,2017-10-21,Closed,1
11902,5,29,2017-12-17,100,2018-01-03,2018-01-04,Closed,2
11903,5,29,2017-12-03,100,2017-12-13,2017-12-16,Closed,4
11904,5,29,2017-11-19,1000,2017-12-10,2017-12-10,Closed,1
11905,5,29,2017-11-05,100,2017-11-24,2017-11-24,Closed,2
11906,5,29,2017-10-22,500,2017-11-06,2017-11-07,Closed,1
11907,5,29,2017-10-08,1000,2017-10-27,2017-10-27,Closed,1
11908,5,29,2017-12-23,200,2018-01-02,,Open,3
11909,6,29,2017-12-17,1000,2018-01-04,2018-01-02,Closed,1
11910,6,29,2017-12-03,500,2017-12-13,2017-12-15,Closed,2
11911,6,29,2017-11-19,100,2017-12-12,2017-12-16,Closed,2
11912,6,29,2017-11-05,1000,2017-11-20,2017-11-23,Closed,1
11913,6,29,2017-10-22,200,2017-11-14,2017-11-15,Closed,3
11914,6,29,2017-10-08,200,2017-10-31,2017-10-30,Closed,3
11915,7,29,2017-12-17,1000,2017-12-27,2017-12-31,Closed,1
11916,7,29,2017-12-03,1000,2017-12-27,2017-12-27,Closed,3
11917,7,29,2017-11-19,200,2017-12-12,2017-12-10,Closed,3
11918,7,29,2017-11-05,1000,2017-11-26,2017-11-25,Closed,3
11919,7,29,2017-10-22,200,2017-11-10,2017-11-08,Closed,4
11920,7,29,2017-10-08,1000,2017-10-30,2017-10-31,Closed,4
11921,7,29,2017-12-30,500,2018-01-19,,Open,2
11922,8,29,2017-12-17,100,2018-01-02,2018-01-02,Closed,3
11923,8,29,2017-12-03,500,2017-12-19,2017-12-23,Closed,3
11924,8,29,2017-11-19,1000,2017-12-02,2017-12-05,Closed,1
11925,8,29,2017-11-05,500,2017-11-20,2017-11-21,Closed,3
11926,8,29,2017-10-22,1000,2017-11-04,2017-11-04,Closed,1
11927,8,29,2017-10-08,1000,2017-11-01,2017-11-05,Closed,4
11928,8,29,2017-12-28,500,2018-01-19,,Open,1
11929,9,29,2017-12-17,100,2017-12-27,2017-12-27,Closed,3
11930,9,29,2017-12-03,500,2017-12-27,2017-12-31,Closed,4
11931,9,29,2017-11-19,200,2017-12-07,2017-12-10,Closed,1
11932,9,29,2017-11-05,500,2017-11-20,2017-11-24,Closed,2
11933,9,29,2017-10-22,100,2017-11-06,2017-11-10,Closed,4
11934,9,29,2017-10-08,500,2017-10-28,2017-10-30,Closed,2
11935,9,29,2017-12-22,500,2018-01-13,,Open,1
11936,10,29,2017-12-17,200,2018-01-02,2018-01-01,Closed,2
11937,10,29,2017-12-03,100,2017-12-21,2017-12-25,Closed,3
11938,10,29,2017-11-19,100,2017-12-03,2017-12-07,Closed,3
11939,10,29,2017-11-05,1000,2017-11-25,2017-11-24,Closed,1
11940,10,29,2017-10-22,1000,2017-11-03,2017-11-02,Closed,2
11941,10,29,2017-10-08,1000,2017-10-22,2017-10-25,Closed,4
11942,10,29,2017-12-23,200,2018-01-06,,Open,4
11943,1,30,2017-12-17,200,2017-12-29,2018-01-02,Closed,1
11944,1,30,2017-12-03,500,2017-12-21,2017-12-20,Closed,4
11945,1,30,2017-11-19,100,2017-12-01,2017-12-04,Closed,4
11946,1,30,2017-11-05,200,2017-11-22,2017-11-21,Closed,4
11947,1,30,2017-10-22,200,2017-11-15,2017-11-16,Closed,2
11948,1,30,2017-10-08,1000,2017-10-21,2017-10-23,Closed,4
11949,1,30,2017-12-28,200,2018-01-17,,Open,4
11950,2,30,2017-12-17,200,2018-01-04,2018-01-02,Closed,2
11951,2,30,2017-12-03,100,2017-12-15,2017-12-18,Closed,4
11952,2,30,2017-11-19,200,2017-11-30,2017-12-04,Closed,3
11953,2,30,2017-11-05,1000,2017-11-19,2017-11-21,Closed,3
11954,2,30,2017-10-22,100,2017-11-10,2017-11-13,Closed,3
11955,2,30,2017-10-08,1000,2017-10-23,2017-10-23,Closed,1
11956,2,30,2017-12-25,200,2018-01-17,,Open,3
11957,3,30,2017-12-17,500,2018-01-03,2018-01-01,Closed,1
11958,3,30,2017-12-03,100,2017-12-27,2017-12-25,Closed,3
11959,3,30,2017-11-19,1000,2017-12-12,2017-12-13,Closed,2
11960,3,30,2017-11-05,200,2017-11-26,2017-11-24,Closed,1
11961,3,30,2017-10-22,100,2017-11-10,2017-11-14,Closed,2
11962,3,30,2017-10-08,200,2017-10-24,2017-10-24,Closed,1
11963,3,30,2017-12-26,200,2018-01-08,,Open,4
11964,4,30,2017-12-17,500,2018-01-02,2018-01-06,Closed,4
11965,4,30,2017-12-03,200,2017-12-23,2017-12-24,Closed,2
11966,4,30,2017-11-19,1000,2017-12-13,2017-12-17,Closed,3
11967,4,30,2017-11-05,200,2017-11-26,2017-11-24,Closed,3
11968,4,30,2017-10-22,1000,2017-11-09,2017-11-09,Closed,4
11969,4,30,2017-10-08,100,2017-10-21,2017-10-25,Closed,1
11970,4,30,2017-12-26,200,2018-01-06,,Open,4
11971,5,30,2017-12-17,200,2018-01-03,2018-01-03,Closed,4
11972,5,30,2017-12-03,500,2017-12-24,2017-12-27,Closed,1
11973,5,30,2017-11-19,100,2017-12-01,2017-12-02,Closed,4
11974,5,30,2017-11-05,1000,2017-11-23,2017-11-23,Closed,4
11975,5,30,2017-10-22,500,2017-11-10,2017-11-10,Closed,3
11976,5,30,2017-10-08,500,2017-11-01,2017-11-01,Closed,4
11977,5,30,2017-12-24,200,2018-01-04,,Open,3
11978,6,30,2017-12-17,500,2017-12-30,2017-12-29,Closed,4
11979,6,30,2017-12-03,1000,2017-12-23,2017-12-23,Closed,1
11980,6,30,2017-11-19,500,2017-12-10,2017-12-10,Closed,1
11981,6,30,2017-11-05,100,2017-11-21,2017-11-23,Closed,2
11982,6,30,2017-10-22,1000,2017-11-11,2017-11-11,Closed,2
11983,6,30,2017-10-08,1000,2017-10-18,2017-10-16,Closed,3
11984,6,30,2017-12-25,200,2018-01-09,,Open,2
11985,7,30,2017-12-17,500,2018-01-04,2018-01-08,Closed,2
11986,7,30,2017-12-03,200,2017-12-20,2017-12-23,Closed,1
11987,7,30,2017-11-19,200,2017-12-02,2017-12-06,Closed,2
11988,7,30,2017-11-05,200,2017-11-17,2017-11-21,Closed,4
11989,7,30,2017-10-22,100,2017-11-09,2017-11-12,Closed,1
11990,7,30,2017-10-08,500,2017-10-18,2017-10-16,Closed,3
11991,8,30,2017-12-17,100,2018-01-09,2018-01-13,Closed,4
11992,8,30,2017-12-03,500,2017-12-18,2017-12-16,Closed,3
11993,8,30,2017-11-19,200,2017-12-01,2017-12-04,Closed,3
11994,8,30,2017-11-05,500,2017-11-19,2017-11-19,Closed,1
11995,8,30,2017-10-22,200,2017-11-01,2017-11-01,Closed,1
11996,8,30,2017-10-08,100,2017-10-22,2017-10-26,Closed,4
11997,8,30,2017-12-29,500,2018-01-08,,Open,3
11998,9,30,2017-12-17,200,2017-12-29,2017-12-31,Closed,2
11999,9,30,2017-12-03,500,2017-12-21,2017-12-19,Closed,3
12000,9,30,2017-11-19,1000,2017-12-10,2017-12-10,Closed,1
12001,9,30,2017-11-05,500,2017-11-21,2017-11-25,Closed,4
12002,9,30,2017-10-22,100,2017-11-02,2017-11-06,Closed,3
12003,9,30,2017-10-08,200,2017-10-24,2017-10-28,Closed,3
12004,9,30,2017-12-27,200,2018-01-17,,Open,1
12005,10,30,2017-12-17,1000,2018-01-10,2018-01-14,Closed,1
12006,10,30,2017-12-03,200,2017-12-18,2017-12-22,Closed,3
12007,10,30,2017-11-19,1000,2017-12-05,2017-12-03,Closed,3
12008,10,30,2017-11-05,100,2017-11-21,2017-11-21,Closed,2
12009,10,30,2017-10-22,500,2017-11-04,2017-11-03,Closed,2
12010,10,30,2017-10-08,200,2017-11-01,2017-11-03,Closed,2
12011,10,30,2017-12-22,500,2018-01-03,,Open,2
12012,1,31,2017-12-17,1000,2018-01-06,2018-01-10,Closed,2
12013,1,31,2017-12-03,200,2017-12-18,2017-12-16,Closed,1
12014,1,31,2017-11-19,500,2017-12-13,2017-12-14,Closed,4
12015,1,31,2017-11-05,1000,2017-11-27,2017-11-29,Closed,3
12016,1,31,2017-10-22,1000,2017-11-05,2017-11-06,Closed,3
12017,1,31,2017-10-08,500,2017-10-27,2017-10-26,Closed,2
12018,2,31,2017-12-17,1000,2018-01-07,2018-01-09,Closed,2
12019,2,31,2017-12-03,500,2017-12-24,2017-12-28,Closed,4
12020,2,31,2017-11-19,1000,2017-12-09,2017-12-08,Closed,1
12021,2,31,2017-11-05,100,2017-11-21,2017-11-24,Closed,4
12022,2,31,2017-10-22,1000,2017-11-03,2017-11-04,Closed,4
12023,2,31,2017-10-08,500,2017-10-28,2017-10-27,Closed,3
12024,2,31,2017-12-24,500,2018-01-11,,Open,2
12025,3,31,2017-12-17,200,2018-01-04,2018-01-03,Closed,4
12026,3,31,2017-12-03,1000,2017-12-15,2017-12-18,Closed,4
12027,3,31,2017-11-19,100,2017-12-01,2017-12-05,Closed,4
12028,3,31,2017-11-05,100,2017-11-22,2017-11-22,Closed,4
12029,3,31,2017-10-22,200,2017-11-08,2017-11-11,Closed,1
12030,3,31,2017-10-08,200,2017-10-30,2017-10-28,Closed,2
12031,3,31,2017-12-29,200,2018-01-11,,Open,2
12032,4,31,2017-12-17,100,2018-01-03,2018-01-04,Closed,1
12033,4,31,2017-12-03,100,2017-12-15,2017-12-17,Closed,4
12034,4,31,2017-11-19,1000,2017-12-08,2017-12-07,Closed,3
12035,4,31,2017-11-05,1000,2017-11-26,2017-11-29,Closed,2
12036,4,31,2017-10-22,200,2017-11-12,2017-11-11,Closed,2
12037,4,31,2017-10-08,500,2017-10-28,2017-10-26,Closed,1
12038,4,31,2017-12-29,200,2018-01-21,,Open,4
12039,5,31,2017-12-17,100,2018-01-08,2018-01-12,Closed,2
12040,5,31,2017-12-03,100,2017-12-24,2017-12-24,Closed,1
12041,5,31,2017-11-19,100,2017-12-12,2017-12-14,Closed,3
12042,5,31,2017-11-05,100,2017-11-18,2017-11-21,Closed,3
12043,5,31,2017-10-22,500,2017-11-08,2017-11-07,Closed,3
12044,5,31,2017-10-08,1000,2017-10-28,2017-10-30,Closed,4
12045,6,31,2017-12-17,1000,2018-01-06,2018-01-10,Closed,3
12046,6,31,2017-12-03,200,2017-12-13,2017-12-14,Closed,1
12047,6,31,2017-11-19,100,2017-12-03,2017-12-05,Closed,4
12048,6,31,2017-11-05,1000,2017-11-18,2017-11-19,Closed,3
12049,6,31,2017-10-22,500,2017-11-13,2017-11-17,Closed,3
12050,6,31,2017-10-08,200,2017-10-31,2017-10-29,Closed,2
12051,6,31,2017-12-26,200,2018-01-06,,Open,4
12052,7,31,2017-12-17,200,2018-01-03,2018-01-04,Closed,3
12053,7,31,2017-12-03,500,2017-12-20,2017-12-19,Closed,2
12054,7,31,2017-11-19,200,2017-12-06,2017-12-04,Closed,3
12055,7,31,2017-11-05,1000,2017-11-26,2017-11-25,Closed,4
12056,7,31,2017-10-22,200,2017-11-08,2017-11-08,Closed,1
12057,7,31,2017-10-08,1000,2017-10-22,2017-10-23,Closed,1
12058,7,31,2017-12-23,200,2018-01-04,,Open,3
12059,8,31,2017-12-17,1000,2018-01-05,2018-01-08,Closed,2
12060,8,31,2017-12-03,500,2017-12-26,2017-12-30,Closed,4
12061,8,31,2017-11-19,1000,2017-12-02,2017-12-06,Closed,1
12062,8,31,2017-11-05,100,2017-11-21,2017-11-22,Closed,4
12063,8,31,2017-10-22,500,2017-11-07,2017-11-07,Closed,4
12064,8,31,2017-10-08,200,2017-10-20,2017-10-21,Closed,1
12065,8,31,2017-12-25,200,2018-01-17,,Open,4
12066,9,31,2017-12-17,200,2018-01-01,2018-01-04,Closed,1
12067,9,31,2017-12-03,100,2017-12-24,2017-12-22,Closed,2
12068,9,31,2017-11-19,500,2017-12-12,2017-12-12,Closed,3
12069,9,31,2017-11-05,500,2017-11-29,2017-12-03,Closed,3
12070,9,31,2017-10-22,1000,2017-11-09,2017-11-12,Closed,3
12071,9,31,2017-10-08,1000,2017-10-20,2017-10-20,Closed,2
12072,9,31,2017-12-26,500,2018-01-10,,Open,3
12073,10,31,2017-12-17,200,2018-01-08,2018-01-08,Closed,4
12074,10,31,2017-12-03,200,2017-12-25,2017-12-29,Closed,4
12075,10,31,2017-11-19,200,2017-12-02,2017-12-04,Closed,1
12076,10,31,2017-11-05,500,2017-11-26,2017-11-29,Closed,3
12077,10,31,2017-10-22,1000,2017-11-12,2017-11-11,Closed,2
12078,10,31,2017-10-08,200,2017-10-31,2017-11-03,Closed,3
12079,10,31,2017-12-24,500,2018-01-13,,Open,3
12080,1,32,2017-12-17,200,2017-12-28,2017-12-27,Closed,2
12081,1,32,2017-12-03,1000,2017-12-22,2017-12-20,Closed,2
12082,1,32,2017-11-19,500,2017-12-01,2017-11-29,Closed,1
12083,1,32,2017-11-05,200,2017-11-17,2017-11-19,Closed,4
12084,1,32,2017-10-22,200,2017-11-09,2017-11-12,Closed,1
12085,1,32,2017-10-08,500,2017-10-29,2017-10-29,Closed,3
12086,2,32,2017-12-17,100,2018-01-04,2018-01-07,Closed,2
12087,2,32,2017-12-03,500,2017-12-25,2017-12-25,Closed,1
12088,2,32,2017-11-19,500,2017-11-30,2017-12-02,Closed,1
12089,2,32,2017-11-05,100,2017-11-17,2017-11-17,Closed,3
12090,2,32,2017-10-22,100,2017-11-10,2017-11-11,Closed,2
12091,2,32,2017-10-08,500,2017-10-31,2017-10-30,Closed,4
12092,2,32,2017-12-24,500,2018-01-06,,Open,2
12093,3,32,2017-12-17,500,2018-01-10,2018-01-10,Closed,4
